freq,age,sex,unit,geo\TIME_PERIOD	2020 
A,Y35-44,F,PTP_RT,FI	95.34 
A,Y35-44,F,PTP_RT,NO	96.12 
A,Y35-44,F,PTP_RT,RS	94.12 
A,Y35-44,F,PTP_TIME,AT	5:17 
A,Y35-44,F,PTP_TIME,BG	4:34 
A,Y35-44,F,PTP_TIME,DE	5:07 
A,Y35-44,F,PTP_TIME,EE	4:19 
A,Y35-44,F,PTP_TIME,FI	4:32 
A,Y35-44,F,PTP_TIME,NO	4:30 
A,Y35-44,F,PTP_TIME,RS	5:02 
A,Y35-44,F,TIME_SP,AT	5:02 
A,Y35-44,F,TIME_SP,BG	4:29 
A,Y35-44,F,TIME_SP,DE	4:57 
A,Y35-44,F,TIME_SP,EE	4:11 
A,Y35-44,F,TIME_SP,FI	4:19 
A,Y35-44,F,TIME_SP,NO	4:20 
A,Y35-44,F,TIME_SP,RS	4:44 
A,Y35-44,M,PTP_RT,AT	83.09 
A,Y35-44,M,PTP_RT,BG	85.56 
A,Y35-44,M,PTP_RT,DE	90.08 
A,Y35-44,M,PTP_RT,EE	90.52 
A,Y35-44,M,PTP_RT,FI	90.66 
A,Y35-44,M,PTP_RT,NO	89.32 
A,Y35-44,M,PTP_RT,RS	77.70 
A,Y35-44,M,PTP_TIME,AT	3:18 
A,Y35-44,M,PTP_TIME,BG	2:29 
A,Y35-44,M,PTP_TIME,DE	3:30 
A,Y35-44,M,PTP_TIME,EE	2:55 
A,Y35-44,M,PTP_TIME,FI	3:27 
A,Y35-44,M,PTP_TIME,NO	4:00 
A,Y35-44,M,PTP_TIME,RS	2:25 
A,Y35-44,M,TIME_SP,AT	2:45 
A,Y35-44,M,TIME_SP,BG	2:07 
A,Y35-44,M,TIME_SP,DE	3:10 
A,Y35-44,M,TIME_SP,EE	2:39 
A,Y35-44,M,TIME_SP,FI	3:08 
A,Y35-44,M,TIME_SP,NO	3:35 
A,Y35-44,M,TIME_SP,RS	1:53 
A,Y35-44,T,PTP_RT,AT	89.09 
A,Y35-44,T,PTP_RT,BG	91.70 
A,Y35-44,T,PTP_RT,DE	93.55 
A,Y35-44,T,PTP_RT,EE	93.47 
A,Y35-44,T,PTP_RT,FI	93.01 
A,Y35-44,T,PTP_RT,NO	92.47 
A,Y35-44,T,PTP_RT,RS	85.78 
A,Y35-44,T,PTP_TIME,AT	4:22 
A,Y35-44,T,PTP_TIME,BG	3:34 
A,Y35-44,T,PTP_TIME,DE	4:21 
A,Y35-44,T,PTP_TIME,EE	3:37 
A,Y35-44,T,PTP_TIME,FI	4:00 
A,Y35-44,T,PTP_TIME,NO	4:15 
A,Y35-44,T,PTP_TIME,RS	3:50 
A,Y35-44,T,TIME_SP,AT	3:53 
A,Y35-44,T,TIME_SP,BG	3:17 
A,Y35-44,T,TIME_SP,DE	4:04 
A,Y35-44,T,TIME_SP,EE	3:23 
A,Y35-44,T,TIME_SP,FI	3:44 
A,Y35-44,T,TIME_SP,NO	3:55 
A,Y35-44,T,TIME_SP,RS	3:17 
A,Y45-54,F,PTP_RT,AT	94.86 
A,Y45-54,F,PTP_RT,BG	98.69 
A,Y45-54,F,PTP_RT,DE	94.53 
A,Y45-54,F,PTP_RT,EE	96.13 
A,Y45-54,F,PTP_RT,FI	96.36 
A,Y45-54,F,PTP_RT,NO	94.30 
A,Y45-54,F,PTP_RT,RS	96.96 
A,Y45-54,F,PTP_TIME,AT	4:11 
A,Y45-54,F,PTP_TIME,BG	4:11 
A,Y45-54,F,PTP_TIME,DE	4:08 
A,Y45-54,F,PTP_TIME,EE	3:28 
A,Y45-54,F,PTP_TIME,FI	3:37 
A,Y45-54,F,PTP_TIME,NO	4:00 
A,Y45-54,F,PTP_TIME,RS	4:34 
A,Y45-54,F,TIME_SP,AT	3:59 
A,Y45-54,F,TIME_SP,BG	4:08 
A,Y45-54,F,TIME_SP,DE	3:54 
A,Y45-54,F,TIME_SP,EE	3:20 
A,Y45-54,F,TIME_SP,FI	3:29 
A,Y45-54,F,TIME_SP,NO	3:46 
A,Y45-54,F,TIME_SP,RS	4:25 
A,Y45-54,M,PTP_RT,AT	78.33 
A,Y45-54,M,PTP_RT,BG	85.09 
A,Y45-54,M,PTP_RT,DE	86.51 
A,Y45-54,M,PTP_RT,EE	86.88 
A,Y45-54,M,PTP_RT,FI	88.24 
A,Y45-54,M,PTP_RT,NO	83.88 
A,Y45-54,M,PTP_RT,RS	78.83 
A,Y45-54,M,PTP_TIME,AT	3:06 
A,Y45-54,M,PTP_TIME,BG	2:35 
A,Y45-54,M,PTP_TIME,DE	3:08 
A,Y45-54,M,PTP_TIME,EE	2:53 
A,Y45-54,M,PTP_TIME,FI	3:16 
A,Y45-54,M,PTP_TIME,NO	3:44 
A,Y45-54,M,PTP_TIME,RS	2:20 
A,Y45-54,M,TIME_SP,AT	2:26 
A,Y45-54,M,TIME_SP,BG	2:12 
A,Y45-54,M,TIME_SP,DE	2:43 
A,Y45-54,M,TIME_SP,EE	2:31 
A,Y45-54,M,TIME_SP,FI	2:53 
A,Y45-54,M,TIME_SP,NO	3:08 
A,Y45-54,M,TIME_SP,RS	1:50 
A,Y45-54,T,PTP_RT,AT	86.66 
A,Y45-54,T,PTP_RT,BG	91.77 
A,Y45-54,T,PTP_RT,DE	90.39 
A,Y45-54,T,PTP_RT,EE	91.54 
A,Y45-54,T,PTP_RT,FI	92.39 
A,Y45-54,T,PTP_RT,NO	89.14 
A,Y45-54,T,PTP_RT,RS	87.96 
A,Y45-54,T,PTP_TIME,AT	3:42 
A,Y45-54,T,PTP_TIME,BG	3:26 
A,Y45-54,T,PTP_TIME,DE	3:39 
A,Y45-54,T,PTP_TIME,EE	3:11 
A,Y45-54,T,PTP_TIME,FI	3:27 
A,Y45-54,T,PTP_TIME,NO	3:53 
A,Y45-54,T,PTP_TIME,RS	3:34 
A,Y45-54,T,TIME_SP,AT	3:12 
A,Y45-54,T,TIME_SP,BG	3:09 
A,Y45-54,T,TIME_SP,DE	3:18 
A,Y45-54,T,TIME_SP,EE	2:55 
A,Y45-54,T,TIME_SP,FI	3:12 
A,Y45-54,T,TIME_SP,NO	3:27 
A,Y45-54,T,TIME_SP,RS	3:09 
A,Y45-64,F,PTP_RT,AT	95.58 
A,Y45-64,F,PTP_RT,BG	98.04 
A,Y45-64,F,PTP_RT,DE	95.43 
A,Y45-64,F,PTP_RT,EE	94.62 
A,Y45-64,F,PTP_RT,FI	95.84 
A,Y45-64,F,PTP_RT,NO	92.60 
A,Y45-64,F,PTP_RT,RS	97.53 
A,Y45-64,F,PTP_TIME,AT	4:26 
A,Y45-64,F,PTP_TIME,BG	4:24 
A,Y45-64,F,PTP_TIME,DE	4:10 
A,Y45-64,F,PTP_TIME,EE	3:44 
A,Y45-64,F,PTP_TIME,FI	3:46 
A,Y45-64,F,PTP_TIME,NO	4:00 
A,Y45-64,F,PTP_TIME,RS	4:49 
A,Y45-64,F,TIME_SP,AT	4:15 
A,Y45-64,F,TIME_SP,BG	4:19 
A,Y45-64,F,TIME_SP,DE	3:59 
A,Y45-64,F,TIME_SP,EE	3:32 
A,Y45-64,F,TIME_SP,FI	3:37 
A,Y45-64,F,TIME_SP,NO	3:42 
A,Y45-64,F,TIME_SP,RS	4:42 
A,Y45-64,M,PTP_RT,AT	79.67 
A,Y45-64,M,PTP_RT,BG	86.24 
A,Y45-64,M,PTP_RT,DE	87.38 
A,Y45-64,M,PTP_RT,EE	85.23 
A,Y45-64,M,PTP_RT,FI	90.47 
A,Y45-64,M,PTP_RT,NO	82.50 
A,Y45-64,M,PTP_RT,RS	81.48 
A,Y45-64,M,PTP_TIME,AT	3:15 
A,Y45-64,M,PTP_TIME,BG	2:53 
A,Y45-64,M,PTP_TIME,DE	3:11 
A,Y45-64,M,PTP_TIME,EE	3:07 
A,Y45-64,M,PTP_TIME,FI	3:23 
A,Y45-64,M,PTP_TIME,NO	3:36 
A,Y45-64,M,PTP_TIME,RS	2:46 
A,Y45-64,M,TIME_SP,AT	2:35 
A,Y45-64,M,TIME_SP,BG	2:29 
A,Y45-64,M,TIME_SP,DE	2:47 
A,Y45-64,M,TIME_SP,EE	2:40 
A,Y45-64,M,TIME_SP,FI	3:04 
A,Y45-64,M,TIME_SP,NO	2:58 
A,Y45-64,M,TIME_SP,RS	2:15 
A,Y45-64,T,PTP_RT,AT	87.63 
A,Y45-64,T,PTP_RT,BG	92.17 
A,Y45-64,T,PTP_RT,DE	91.42 
A,Y45-64,T,PTP_RT,EE	90.13 
A,Y45-64,T,PTP_RT,FI	93.18 
A,Y45-64,T,PTP_RT,NO	87.35 
A,Y45-64,T,PTP_RT,RS	89.74 
A,Y45-64,T,PTP_TIME,AT	3:54 
A,Y45-64,T,PTP_TIME,BG	3:42 
A,Y45-64,T,PTP_TIME,DE	3:42 
A,Y45-64,T,PTP_TIME,EE	3:28 
A,Y45-64,T,PTP_TIME,FI	3:35 
A,Y45-64,T,PTP_TIME,NO	3:48 
A,Y45-64,T,PTP_TIME,RS	3:55 
A,Y45-64,T,TIME_SP,AT	3:25 
A,Y45-64,T,TIME_SP,BG	3:24 
A,Y45-64,T,TIME_SP,DE	3:23 
A,Y45-64,T,TIME_SP,EE	3:07 
A,Y45-64,T,TIME_SP,FI	3:21 
A,Y45-64,T,TIME_SP,NO	3:19 
A,Y45-64,T,TIME_SP,RS	3:31 
A,Y55-64,F,PTP_RT,AT	96.30 
A,Y55-64,F,PTP_RT,BG	97.36 
A,Y55-64,F,PTP_RT,DE	96.19 
A,Y55-64,F,PTP_RT,EE	93.16 
A,Y55-64,F,PTP_RT,FI	95.33 
A,Y55-64,F,PTP_RT,NO	90.39 
A,Y55-64,F,PTP_RT,RS	98.08 
A,Y55-64,F,PTP_TIME,AT	4:41 
A,Y55-64,F,PTP_TIME,BG	4:37 
A,Y55-64,F,PTP_TIME,DE	4:12 
A,Y55-64,F,PTP_TIME,EE	4:01 
A,Y55-64,F,PTP_TIME,FI	3:55 
A,Y55-64,F,PTP_TIME,NO	4:00 
A,Y55-64,F,PTP_TIME,RS	5:04 
A,Y55-64,F,TIME_SP,AT	4:31 
A,Y55-64,F,TIME_SP,BG	4:30 
A,Y55-64,F,TIME_SP,DE	4:03 
A,Y55-64,F,TIME_SP,EE	3:45 
A,Y55-64,F,TIME_SP,FI	3:44 
A,Y55-64,F,TIME_SP,NO	3:37 
A,Y55-64,F,TIME_SP,RS	4:58 
A,Y55-64,M,PTP_RT,AT	80.97 
A,Y55-64,M,PTP_RT,BG	87.59 
A,Y55-64,M,PTP_RT,DE	88.22 
A,Y55-64,M,PTP_RT,EE	83.38 
A,Y55-64,M,PTP_RT,FI	92.52 
A,Y55-64,M,PTP_RT,NO	81.05 
A,Y55-64,M,PTP_RT,RS	84.26 
A,Y55-64,M,PTP_TIME,AT	3:23 
A,Y55-64,M,PTP_TIME,BG	3:13 
A,Y55-64,M,PTP_TIME,DE	3:14 
A,Y55-64,M,PTP_TIME,EE	3:24 
A,Y55-64,M,PTP_TIME,FI	3:30 
A,Y55-64,M,PTP_TIME,NO	3:27 
A,Y55-64,M,PTP_TIME,RS	3:11 
A,Y55-64,M,TIME_SP,AT	2:44 
A,Y55-64,M,TIME_SP,BG	2:49 
A,Y55-64,M,TIME_SP,DE	2:51 
A,Y55-64,M,TIME_SP,EE	2:50 
A,Y55-64,M,TIME_SP,FI	3:14 
A,Y55-64,M,TIME_SP,NO	2:48 
A,Y55-64,M,TIME_SP,RS	2:41 
A,Y55-64,T,PTP_RT,AT	88.59 
A,Y55-64,T,PTP_RT,BG	92.62 
A,Y55-64,T,PTP_RT,DE	92.33 
A,Y55-64,T,PTP_RT,EE	88.67 
A,Y55-64,T,PTP_RT,FI	93.93 
A,Y55-64,T,PTP_RT,NO	85.26 
A,Y55-64,T,PTP_RT,RS	91.51 
A,Y55-64,T,PTP_TIME,AT	4:05 
A,Y55-64,T,PTP_TIME,BG	3:59 
A,Y55-64,T,PTP_TIME,DE	3:45 
A,Y55-64,T,PTP_TIME,EE	3:45 
A,Y55-64,T,PTP_TIME,FI	3:43 
A,Y55-64,T,PTP_TIME,NO	3:43 
A,Y55-64,T,PTP_TIME,RS	4:14 
A,Y55-64,T,TIME_SP,AT	3:37 
A,Y55-64,T,TIME_SP,BG	3:41 
A,Y55-64,T,TIME_SP,DE	3:28 
A,Y55-64,T,TIME_SP,EE	3:20 
A,Y55-64,T,TIME_SP,FI	3:29 
A,Y55-64,T,TIME_SP,NO	3:10 
A,Y55-64,T,TIME_SP,RS	3:53 
A,Y65-74,F,PTP_RT,AT	96.69 
A,Y65-74,F,PTP_RT,BG	99.56 
A,Y65-74,F,PTP_RT,DE	97.95 
A,Y65-74,F,PTP_RT,EE	98.13 
A,Y65-74,F,PTP_RT,FI	99.02 
A,Y65-74,F,PTP_RT,NO	97.78 
A,Y65-74,F,PTP_RT,RS	95.95 
A,Y65-74,F,PTP_TIME,AT	5:01 
A,Y65-74,F,PTP_TIME,BG	5:31 
A,Y65-74,F,PTP_TIME,DE	4:41 
A,Y65-74,F,PTP_TIME,EE	4:34 
A,Y65-74,F,PTP_TIME,FI	4:38 
A,Y65-74,F,PTP_TIME,NO	4:45 
A,Y65-74,F,PTP_TIME,RS	5:35 
A,Y65-74,F,TIME_SP,AT	4:51 
A,Y65-74,F,TIME_SP,BG	5:30 
A,Y65-74,F,TIME_SP,DE	4:35 
A,Y65-74,F,TIME_SP,EE	4:28 
A,Y65-74,F,TIME_SP,FI	4:35 
A,Y65-74,F,TIME_SP,NO	4:39 
A,Y65-74,F,TIME_SP,RS	5:21 
A,Y65-74,M,PTP_RT,AT	88.61 
A,Y65-74,M,PTP_RT,BG	91.45 
A,Y65-74,M,PTP_RT,DE	94.19 
A,Y65-74,M,PTP_RT,EE	88.73 
A,Y65-74,M,PTP_RT,FI	93.89 
A,Y65-74,M,PTP_RT,NO	89.26 
A,Y65-74,M,PTP_RT,RS	91.70 
A,Y65-74,M,PTP_TIME,AT	3:45 
A,Y65-74,M,PTP_TIME,BG	3:46 
A,Y65-74,M,PTP_TIME,DE	4:04 
A,Y65-74,M,PTP_TIME,EE	3:49 
A,Y65-74,M,PTP_TIME,FI	4:05 
A,Y65-74,M,PTP_TIME,NO	4:16 
A,Y65-74,M,PTP_TIME,RS	4:07 
A,Y65-74,M,TIME_SP,AT	3:19 
A,Y65-74,M,TIME_SP,BG	3:27 
A,Y65-74,M,TIME_SP,DE	3:50 
A,Y65-74,M,TIME_SP,EE	3:23 
A,Y65-74,M,TIME_SP,FI	3:50 
A,Y65-74,M,TIME_SP,NO	3:49 
A,Y65-74,M,TIME_SP,RS	3:46 
A,Y65-74,T,PTP_RT,AT	92.81 
A,Y65-74,T,PTP_RT,BG	96.13 
A,Y65-74,T,PTP_RT,DE	96.30 
A,Y65-74,T,PTP_RT,EE	94.39 
A,Y65-74,T,PTP_RT,FI	96.51 
A,Y65-74,T,PTP_RT,NO	93.74 
A,Y65-74,T,PTP_RT,RS	94.04 
A,Y65-74,T,PTP_TIME,AT	4:26 
A,Y65-74,T,PTP_TIME,BG	4:49 
A,Y65-74,T,PTP_TIME,DE	4:25 
A,Y65-74,T,PTP_TIME,EE	4:17 
A,Y65-74,T,PTP_TIME,FI	4:22 
A,Y65-74,T,PTP_TIME,NO	4:32 
A,Y65-74,T,PTP_TIME,RS	4:56 
A,Y65-74,T,TIME_SP,AT	4:07 
A,Y65-74,T,TIME_SP,BG	4:38 
A,Y65-74,T,TIME_SP,DE	4:15 
A,Y65-74,T,TIME_SP,EE	4:02 
A,Y65-74,T,TIME_SP,FI	4:13 
A,Y65-74,T,TIME_SP,NO	4:15 
A,Y65-74,T,TIME_SP,RS	4:39 
A,Y_GE60,F,PTP_RT,AT	94.68 
A,Y_GE60,F,PTP_RT,BG	97.16 
A,Y_GE60,F,PTP_RT,DE	97.03 
A,Y_GE60,F,PTP_RT,EE	94.63 
A,Y_GE60,F,PTP_RT,FI	98.76 
A,Y_GE60,F,PTP_RT,NO	96.09 
A,Y_GE60,F,PTP_RT,RS	94.54 
A,Y_GE60,F,PTP_TIME,AT	4:43 
A,Y_GE60,F,PTP_TIME,BG	5:16 
A,Y_GE60,F,PTP_TIME,DE	4:30 
A,Y_GE60,F,PTP_TIME,EE	4:31 
A,Y_GE60,F,PTP_TIME,FI	4:22 
A,Y_GE60,F,PTP_TIME,NO	4:36 
A,Y_GE60,F,PTP_TIME,RS	5:10 
A,Y_GE60,F,TIME_SP,AT	4:28 
A,Y_GE60,F,TIME_SP,BG	5:07 
A,Y_GE60,F,TIME_SP,DE	4:22 
A,Y_GE60,F,TIME_SP,EE	4:17 
A,Y_GE60,F,TIME_SP,FI	4:19 
A,Y_GE60,F,TIME_SP,NO	4:25 
A,Y_GE60,F,TIME_SP,RS	4:53 
A,Y_GE60,M,PTP_RT,AT	84.07 
A,Y_GE60,M,PTP_RT,BG	89.78 
A,Y_GE60,M,PTP_RT,DE	92.91 
A,Y_GE60,M,PTP_RT,EE	87.40 
A,Y_GE60,M,PTP_RT,FI	93.66 
A,Y_GE60,M,PTP_RT,NO	86.62 
A,Y_GE60,M,PTP_RT,RS	85.12 
A,Y_GE60,M,PTP_TIME,AT	3:33 
A,Y_GE60,M,PTP_TIME,BG	3:38 
A,Y_GE60,M,PTP_TIME,DE	3:48 
A,Y_GE60,M,PTP_TIME,EE	3:43 
A,Y_GE60,M,PTP_TIME,FI	3:49 
A,Y_GE60,M,PTP_TIME,NO	4:03 
A,Y_GE60,M,PTP_TIME,RS	3:53 
A,Y_GE60,M,TIME_SP,AT	2:59 
A,Y_GE60,M,TIME_SP,BG	3:16 
A,Y_GE60,M,TIME_SP,DE	3:31 
A,Y_GE60,M,TIME_SP,EE	3:15 
A,Y_GE60,M,TIME_SP,FI	3:35 
A,Y_GE60,M,TIME_SP,NO	3:31 
A,Y_GE60,M,TIME_SP,RS	3:18 
A,Y_GE60,T,PTP_RT,AT	89.80 
A,Y_GE60,T,PTP_RT,BG	94.12 
A,Y_GE60,T,PTP_RT,DE	95.16 
A,Y_GE60,T,PTP_RT,EE	91.92 
A,Y_GE60,T,PTP_RT,FI	96.46 
A,Y_GE60,T,PTP_RT,NO	91.38 
A,Y_GE60,T,PTP_RT,RS	90.45 
A,Y_GE60,T,PTP_TIME,AT	4:13 
A,Y_GE60,T,PTP_TIME,BG	4:38 
A,Y_GE60,T,PTP_TIME,DE	4:11 
A,Y_GE60,T,PTP_TIME,EE	4:14 
A,Y_GE60,T,PTP_TIME,FI	4:08 
A,Y_GE60,T,PTP_TIME,NO	4:20 
A,Y_GE60,T,PTP_TIME,RS	4:39 
A,Y_GE60,T,TIME_SP,AT	3:47 
A,Y_GE60,T,TIME_SP,BG	4:21 
A,Y_GE60,T,TIME_SP,DE	3:59 
A,Y_GE60,T,TIME_SP,EE	3:53 
A,Y_GE60,T,TIME_SP,FI	3:59 
A,Y_GE60,T,TIME_SP,NO	3:58 
A,Y_GE60,T,TIME_SP,RS	4:12 
A,Y_GE65,F,PTP_RT,AT	93.76 
A,Y_GE65,F,PTP_RT,BG	97.26 
A,Y_GE65,F,PTP_RT,DE	97.30 
A,Y_GE65,F,PTP_RT,EE	95.35 
A,Y_GE65,F,PTP_RT,FI	99.10 
A,Y_GE65,F,PTP_RT,NO	97.86 
A,Y_GE65,F,PTP_RT,RS	93.17 
A,Y_GE65,F,PTP_TIME,AT	4:36 
A,Y_GE65,F,PTP_TIME,BG	5:20 
A,Y_GE65,F,PTP_TIME,DE	4:33 
A,Y_GE65,F,PTP_TIME,EE	4:33 
A,Y_GE65,F,PTP_TIME,FI	4:24 
A,Y_GE65,F,PTP_TIME,NO	4:45 
A,Y_GE65,F,PTP_TIME,RS	5:07 
A,Y_GE65,F,TIME_SP,AT	4:18 
A,Y_GE65,F,TIME_SP,BG	5:11 
A,Y_GE65,F,TIME_SP,DE	4:26 
A,Y_GE65,F,TIME_SP,EE	4:20 
A,Y_GE65,F,TIME_SP,FI	4:22 
A,Y_GE65,F,TIME_SP,NO	4:38 
A,Y_GE65,F,TIME_SP,RS	4:46 
A,Y_GE65,M,PTP_RT,AT	84.04 
A,Y_GE65,M,PTP_RT,BG	89.87 
A,Y_GE65,M,PTP_RT,DE	94.06 
A,Y_GE65,M,PTP_RT,EE	88.53 
A,Y_GE65,M,PTP_RT,FI	93.61 
A,Y_GE65,M,PTP_RT,NO	89.22 
A,Y_GE65,M,PTP_RT,RS	85.82 
A,Y_GE65,M,PTP_TIME,AT	3:35 
A,Y_GE65,M,PTP_TIME,BG	3:43 
A,Y_GE65,M,PTP_TIME,DE	3:58 
A,Y_GE65,M,PTP_TIME,EE	3:51 
A,Y_GE65,M,PTP_TIME,FI	3:52 
A,Y_GE65,M,PTP_TIME,NO	4:15 
A,Y_GE65,M,PTP_TIME,RS	4:00 
A,Y_GE65,M,TIME_SP,AT	3:01 
A,Y_GE65,M,TIME_SP,BG	3:20 
A,Y_GE65,M,TIME_SP,DE	3:44 
A,Y_GE65,M,TIME_SP,EE	3:24 
A,Y_GE65,M,TIME_SP,FI	3:37 
A,Y_GE65,M,TIME_SP,NO	3:47 
A,Y_GE65,M,TIME_SP,RS	3:26 
A,Y_GE65,T,PTP_RT,AT	89.42 
A,Y_GE65,T,PTP_RT,BG	94.37 
A,Y_GE65,T,PTP_RT,DE	95.85 
A,Y_GE65,T,PTP_RT,EE	92.96 
A,Y_GE65,T,PTP_RT,FI	96.62 
A,Y_GE65,T,PTP_RT,NO	93.72 
A,Y_GE65,T,PTP_RT,RS	90.02 
A,Y_GE65,T,PTP_TIME,AT	4:10 
A,Y_GE65,T,PTP_TIME,BG	4:44 
A,Y_GE65,T,PTP_TIME,DE	4:18 
A,Y_GE65,T,PTP_TIME,EE	4:19 
A,Y_GE65,T,PTP_TIME,FI	4:10 
A,Y_GE65,T,PTP_TIME,NO	4:31 
A,Y_GE65,T,PTP_TIME,RS	4:40 
A,Y_GE65,T,TIME_SP,AT	3:44 
A,Y_GE65,T,TIME_SP,BG	4:28 
A,Y_GE65,T,TIME_SP,DE	4:07 
A,Y_GE65,T,TIME_SP,EE	4:01 
A,Y_GE65,T,TIME_SP,FI	4:02 
A,Y_GE65,T,TIME_SP,NO	4:14 
A,Y_GE65,T,TIME_SP,RS	4:12 
A,Y_GE75,F,PTP_RT,AT	91.24 
A,Y_GE75,F,PTP_RT,BG	94.39 
A,Y_GE75,F,PTP_RT,DE	95.81 
A,Y_GE75,F,PTP_RT,EE	92.51 
A,Y_GE75,F,PTP_RT,FI	99.19 
A,Y_GE75,F,PTP_RT,NO	98.17 
A,Y_GE75,F,PTP_RT,RS	88.96 
A,Y_GE75,F,PTP_TIME,AT	4:13 
A,Y_GE75,F,PTP_TIME,BG	5:06 
A,Y_GE75,F,PTP_TIME,DE	4:16 
A,Y_GE75,F,PTP_TIME,EE	4:33 
A,Y_GE75,F,PTP_TIME,FI	4:08 
A,Y_GE75,F,PTP_TIME,NO	4:41 
A,Y_GE75,F,PTP_TIME,RS	4:21 
A,Y_GE75,F,TIME_SP,AT	3:51 
A,Y_GE75,F,TIME_SP,BG	4:48 
A,Y_GE75,F,TIME_SP,DE	4:05 
A,Y_GE75,F,TIME_SP,EE	4:12 
A,Y_GE75,F,TIME_SP,FI	4:06 
A,Y_GE75,F,TIME_SP,NO	4:36 
A,Y_GE75,F,TIME_SP,RS	3:53 
A,Y_GE75,M,PTP_RT,AT	78.86 
A,Y_GE75,M,PTP_RT,BG	87.17 
A,Y_GE75,M,PTP_RT,DE	93.77 
A,Y_GE75,M,PTP_RT,EE	88.20 
A,Y_GE75,M,PTP_RT,FI	93.14 
A,Y_GE75,M,PTP_RT,NO	89.07 
A,Y_GE75,M,PTP_RT,RS	74.74 
A,Y_GE75,M,PTP_TIME,AT	3:22 
A,Y_GE75,M,PTP_TIME,BG	3:37 
A,Y_GE75,M,PTP_TIME,DE	3:47 
A,Y_GE75,M,PTP_TIME,EE	3:54 
A,Y_GE75,M,PTP_TIME,FI	3:29 
A,Y_GE75,M,PTP_TIME,NO	4:11 
A,Y_GE75,M,PTP_TIME,RS	3:46 
A,Y_GE75,M,TIME_SP,AT	2:39 
A,Y_GE75,M,TIME_SP,BG	3:09 
A,Y_GE75,M,TIME_SP,DE	3:33 
A,Y_GE75,M,TIME_SP,EE	3:26 
A,Y_GE75,M,TIME_SP,FI	3:15 
A,Y_GE75,M,TIME_SP,NO	3:43 
A,Y_GE75,M,TIME_SP,RS	2:49 
A,Y_GE75,T,PTP_RT,AT	86.13 
A,Y_GE75,T,PTP_RT,BG	91.88 
A,Y_GE75,T,PTP_RT,DE	94.87 
A,Y_GE75,T,PTP_RT,EE	91.25 
A,Y_GE75,T,PTP_RT,FI	96.77 
A,Y_GE75,T,PTP_RT,NO	93.65 
A,Y_GE75,T,PTP_RT,RS	83.34 
A,Y_GE75,T,PTP_TIME,AT	3:54 
A,Y_GE75,T,PTP_TIME,BG	4:36 
A,Y_GE75,T,PTP_TIME,DE	4:03 
A,Y_GE75,T,PTP_TIME,EE	4:22 
A,Y_GE75,T,PTP_TIME,FI	3:53 
A,Y_GE75,T,PTP_TIME,NO	4:27 
A,Y_GE75,T,PTP_TIME,RS	4:09 
A,Y_GE75,T,TIME_SP,AT	3:21 
A,Y_GE75,T,TIME_SP,BG	4:14 
A,Y_GE75,T,TIME_SP,DE	3:50 
A,Y_GE75,T,TIME_SP,EE	3:59 
A,Y_GE75,T,TIME_SP,FI	3:46 
A,Y_GE75,T,TIME_SP,NO	4:10 
A,Y_GE75,T,TIME_SP,RS	3:27 
